'cfullname','cshortname','efullname','eshortname','id','delflag'
'江西绿源油脂实业有限公司','绿源茶油','','','22344','0'
'云南省华宁县万兴磷业有限公司','万兴磷业','','','22348','0'
'大余县森本新材料有限公司','森本新材','','','22349','0'
'十堰阜祥达工贸有限公司','阜祥达工贸','','','22356','0'
'云安县远丰石材有限公司','远丰石材有限公司','','','22360','0'
'东莞市光劲光电有限公司','光劲光电','','','22361','0'
'深圳市千业双轮流体科技有限公司','千业','','','22368','0'
'深圳一止上文化传播有限公司','一止上','Shenzhen Best Media Co,Ltd.','','22371','0'
'云城区同丰石材销售部','同丰石材','','','22372','0'
'云南保兑仓储有限公司','保兑仓仓储','','','22383','0'
'安徽省洋易精密硅胶有限公司','安徽洋易','','','22401','0'
'佛山市南海研明热能设备科技有限公司','研明热能','','','22407','0'
'东莞市鸿金顺机械制造有限公司','鸿金顺','','','22420','0'
'湖南亲情果食品饮料有限公司','亲情果','','','22428','0'
'江西雅思居家具有限公司','雅思居','','','22444','0'
'惠州市威林办公设备有限公司','威林办公','','','22481','0'
'东莞市天佑数控机械有限公司','东莞市天佑数控机械有限公司','','','22486','0'
'深圳华晟捷精密五金制品有限公司','深圳华晟捷精密五金制品有限公司','','','22491','0'
'赣州格泰贸易有限公司','格泰贸易','','','22495','0'
'云南瀚博生物科技开发有限公司','瀚博生物','','','22528','0'
'云南龙同信商贸有限公司','龙同信商贸','','','22531','0'
'湖南大湘军山水文化旅游发展有限公司','大湘军','','','22533','0'
'云南地衡丰农业科技开发有限公司','地衡丰','','','22534','0'
'云南睦群农业综合开发有限责任公司','睦群农业','','','22536','0'
'广州市金业纸业有限公司','金业纸业','','','22537','0'
'云城区佰丽石材厂','云城区佰丽石材厂','','','22541','0'
'云南玉溪宏光运输服务有限公司','宏光运输','','','22542','0'
'昆明远卓商贸有限公司','远卓商贸','','','22555','0'
'云南控立经贸有限公司','云南控立经贸','','','22556','0'
'云南立展科技开发有限公司','立展科技','','','22558','0'
'昆明广旭宇畜牧有限公司','广旭宇畜牧','','','22563','0'
'云南冠华医药有限公司','冠华医药','','','22589','0'
'深圳市海资天然草本生物技术有限公司','海资','','','44774','0'
'香港旅博集团有限公司','旅博集团','','','44776','0'
'黄冈市大别山小额贷款股份有限公司','大别山小贷','','','22596','0'
'十堰鼎业工贸有限公司','十堰鼎业工贸有限公司','','','22601','0'
'于都东森源农林开发有限公司','东森源','','','22604','0'
'江西馨都家具有限公司','馨都家具','','','22610','0'
'杭州美巴赫精密机械有限公司','美巴赫','','','22615','0'
'于都县金丰矿业有限责任公司','金丰矿业','','','22622','0'
'赣州市云海建材有限公司','云海建材','','','22623','0'
'江西恒泰林业开发有限公司','恒泰林业','','','22628','0'
'赣州景盛基础工程有限公司','景盛基础','','','22629','0'
'赣州市荣维金属制品有限公司','荣维金属','','','22630','0'
'深圳市富博宽贸易有限公司','富博宽','','','22635','0'
'河源中光电通讯技术有限公司','中光电','','','22640','0'
'江西天都建设工程有限公司','天都建设','','','22646','0'
'昆明唐韵酒店有限公司','唐韵酒店','','','22648','0'
'赣州膳良食品有限公司','膳良食品','','','22649','0'
'赣州市盛远物资有限公司','盛远物资','','','22669','0'
'惠州市恒晔科技有限公司','恒晔科技','','','22672','0'
'深圳赢正瑞创工贸有限公司','赢正瑞创','Shenzhen YingZhengRuiChuang Industry&Trade  Co. Ltd.','','22675','0'
'广东领先陈列展示用品有限公司','领先陈列','','','22679','0'
'成都至爱后勤产业投资管理股份有限公司','至爱后勤','','','22680','0'
'江西特纳江玻实业发展有限公司','特纳江玻','','','22687','0'
'济宁市联众物资贸易有限公司','联众物资','','','22696','0'
'山东联合纸业有限公司','联合纸业','','','22697','0'
'偃师市宝隆化工有限公司','宝隆化工','','','22701','0'
'深圳市同兴泰医药有限公司','同兴泰','SHENZHEN TONGXINGTAI MEDICIN CO.,LTD','','22713','0'
'广东宝丰陶瓷科技发展股份有限公司','宝丰陶瓷','','','22716','0'
'深圳耐诺科技有限公司','耐诺科技','','','22717','0'
'深圳市粤鸿远科技有限公司','粤鸿远','','','22721','0'
'三门峡维康食品有限公司','维康食品','','','22722','0'
'深圳市号令天下通讯有限公司','号令天下','','','22723','0'
'中山市广峰物流有限公司','广峰物流','','','22725','0'
'玉溪福辉新型建材有限公司','福辉建材','','','22789','0'
'湖南脉络咖啡制品有限公司','脉络咖啡','','','22801','0'
'合肥国能建设工程有限公司','国能建设','','','22803','0'
'河南永利壁纸有限公司','永利壁纸','','','22806','0'
'广东颐邦商贸发展有限公司','颐邦商贸','','','22809','0'
'汕头市南永油脂有限公司','南永油脂','','','22811','0'
'深圳市中小微企业投资管理有限公司','中小微','','','22814','0'
'四川莱尔比特饲料有限公司','莱尔比特','Sichuan Rabbit Forage Co..Ltd','','22818','0'
'四川苍生缘家兔育种有限责任公司','苍生缘','','','22820','0'
'广东长鸿实业集团有限公司','长鸿集团','','','22822','0'
'宁夏银川丽秋玻璃有限公司','丽秋玻璃','','','22824','0'
'和平县罗营口水电有限公司','罗营口水电','','','22828','0'
'湖南省娄底市东菱科技发展有限公司','东菱科技','','','22829','0'
'东莞市家意金属制品有限公司','家意铝材','Dongguan JiaYi Metal Products Co.,LTD','','22869','0'
'深圳市力俊低温节能科技有限公司','力俊低温','','','22870','0'
'山东三德电子科技有限公司','三德电子','','','22894','0'
'深圳市金合治科技有限公司','金合治','','','22896','0'
'济宁汇泉煤化有限公司','济宁汇泉','','','22899','0'
'深圳市显创光电有限公司','显创光电','','','22909','0'
'浙江雪峰碳酸钙有限公司','浙江雪峰','','','22911','0'
'竹山中强钒业制造有限公司','竹山中强','','','22912','0'
'江西泽新环保科技有限公司','泽新环保','','','22914','0'
'江西省兴国县五丰米业有限公司','五丰米业','','','22916','0'
'深圳市杰傲五金制品实业有限公司','杰傲五金','','','22917','0'
'江西金利达电子商务有限公司','金利达','','','22918','0'
'深圳微众资产管理有限公司','微众资产','','','22941','0'
'深圳市红树林园林绿化工程有限公司','红树林','','','22957','0'
'河北益飞特化工科技有限公司','益飞特','','','22958','0'
'湘潭星斗堂艺术品连锁股份有限公司','星斗堂','','','22960','0'
'深圳瑞泰吉电子科技有限公司','瑞泰吉','','','22962','0'
'中山市御天酒业有限公司','御天酒业','','','22976','0'
'东莞市美狄布艺车缝制品进出口有限公司','美狄布艺','','','22977','0'
'洛阳昌泰鞋业有限责任公司','昌泰鞋业','','','22985','0'
'徐州九龙妇产医院有限公司','九龙妇产','','','22986','0'
'武汉万安盛世集团有限公司','万安盛世','','','22987','0'
'济宁市德欣工贸有限公司','德欣工贸','','','22995','0'
'济宁兴隆食品机械制造有限公司','兴隆机械','','','22996','0'
'湖北蜂鸟科技股份有限公司','蜂鸟科技','','','23037','0'
'山东易方达服饰有限公司','易方达服饰','','','23042','0'
'江西省金孔雀矿业发展有限责任公司','金孔雀','','','23044','0'
'东莞市诺丽电子科技有限公司','诺丽电子','','','23048','0'
'湖南永州奔腾彩印有限公司','奔腾彩印','Hunan Yongzhou Benteng Color Printing Co.,Ltd','','23053','0'
'禹州市隆鑫发制品有限公司','禹州隆鑫','','','23055','0'
'深圳市花都环境景观工程有限公司','花都环境','','','23059','0'
'山东斯坦福机电设备有限公司','斯坦福设备','','','23063','0'
'文山州天顺农业科技开发有限公司','天顺农业','','','23075','0'
'东莞市美塑塑料科技有限公司','美塑塑料','','','23076','0'
'重庆尊享实业（集团）有限公司','重庆尊享','','','23105','0'
'深圳市中兰德融资担保集团有限公司','中兰德','','','23106','0'
'赣州力源包装印刷有限公司','力源包装','','','23111','0'
'信丰县南方农业有限公司','南方农业','','','23118','0'
'赣州锦灿服饰有限公司','锦灿服饰','','','23130','0'
'于都县唐贯新型墙体材料有限公司','唐贯新型','','','23166','0'
'深圳世纪银河网络发展有限公司','世纪银河','','','23168','0'
'新丰县同福铸造有限公司','同福铸造','','','23169','0'
'广州凹凸服饰有限公司','凹凸服饰','','','23178','0'
'赣州百富源实业有限公司','百富源','','','23183','0'
'赣州市明鼎实业有限公司','明鼎实业','','','23185','0'
'广西壮壮乳业有限公司','壮壮乳业','','','23186','0'
'赣州市太武新型建材有限公司','太武建材','','','23188','0'
'烟台亿源环保科技有限公司','亿源环保','','','23189','0'
'广东吉青电缆实业有限公司','吉青电缆','','','23192','0'
'东莞市崇文电子有限公司','崇文电子','','','23195','0'
'赣州群山投资有限公司','群山投资','','','23196','0'
'南昌豫章城实业有限公司','豫章城','','','23199','0'
'江西普润食品有限公司','普润食品','','','23200','0'
'贵州神农草生物医药股份有限公司','黔神农草','','','23203','0'
'江西畅行名车汇汽车贸易有限公司','名车汇','','','23208','0'
'深圳市宏金丽科技有限公司','宏金丽科技','','','45439','0'
'福建平和南海生物技术有限公司','平和南海生物技术','','','45440','0'
'慈溪市御雅光电科技有限公司','御雅光电','CIXI YUYA LIGHING TECHNOLOGY.co.,LTD','','23215','0'
'中诺集运（厦门）国际货运代理有限公司','中诺集运','','','23228','0'
'厦门市银合装饰工程有限公司','银合装饰','','','23229','0'
'厦门泰华工贸有限公司','泰华工贸','','','23230','0'
'厦门金活力工贸有限公司','金活力','','','23231','0'
'厦门博信强实业有限公司','博信强','','','23232','0'
'光来（厦门）生物科技有限公司','光来生物','','','23233','0'
'厦门厦鸣信息科技有限公司','厦鸣信息','','','23234','0'
'厦门铭光机械制造有限公司','铭光机械','','','23242','0'
'福安市博科电子有限公司','博科电子','','','23243','0'
'厦门市益合装修设计工程有限公司','益合装修','','','23244','0'
'厦门凤凰创壹软件有限公司','凤凰创壹','','','23245','0'
'厦门美珅建材有限公司','美珅建材','','','23246','0'
'厦门众鑫富贸易有限公司','众鑫富','','','23247','0'
'厦门市利马冷冻设备有限公司','利马冷冻','','','23249','0'
'厦门德鑫昌纸品有限公司','德鑫昌','','','23250','0'
'厦门鑫康福神生物科技有限公司','鑫康福神','','','23252','0'
'厦门市智能大厦有限公司','智能大厦','','','23253','0'
'厦门市交达环境工程有限公司','交达环境','','','23255','0'
'厦门山润峰工贸有限公司','山润峰','','','23256','0'
'厦门安晟达贸易有限公司','安晟达','','','23257','0'
'厦门宁诺物流有限公司','宁诺物流','','','23258','0'
'厦门市晶裕商务酒店有限公司','晶裕酒店','','','23259','0'
'厦门市台亚塑胶有限公司','台亚塑胶','','','23260','0'
'厦门诚达运通国际货运代理有限公司','诚达运通','','','23261','0'
'厦门诚创科技有限公司','诚创科技','','','23262','0'
'厦门石友进出口有限公司','厦门石友','','','23263','0'
'厦门市讯海信息科技有限公司','讯海信息','','','23264','0'
'厦门天山泉体育文化传播有限公司','天山泉','','','23265','0'
'厦门协盛泰工贸有限公司','协盛泰','','','23266','0'
'厦门中图壹购信息技术有限公司','中图壹购','','','23267','0'
'厦门威迪电子科技有限公司','威迪电子','','','23268','0'
'厦门市环协环保咨询服务有限公司','环协环保','','','23269','0'
'厦门紫葳园林绿化工程有限公司','紫葳','','','23270','0'
'厦门前顺工贸有限公司','前顺工贸','','','23271','0'
'福建省三达纤维股份有限公司','三达纤维','','','23272','0'
'厦门同昌源电子有限公司','同昌源','','','23273','0'
'伟特（厦门）淋浴设备有限公司','伟特淋浴','','','23274','0'
'厦门市丰大电气工程有限公司','丰大电气','','','23275','0'
'厦门奥马科技有限公司','奥马科技','','','23276','0'
'厦门拿特贸易有限公司','厦门拿特','','','23277','0'
'厦门市风典服饰股份有限公司','风典服饰','','','23278','0'
'厦门源华隆工贸有限公司','源华隆','','','23279','0'
'厦门东港环美家具有限公司','东港环美','','','23280','0'
'厦门谦益塑粉有限公司','谦益塑粉','','','23281','0'
'厦门双刀客文化传播有限公司','双刀客','','','23282','0'
'厦门洪祺工贸有限公司','洪祺工贸','','','23283','0'
'厦门市诺盛测控技术有限公司','诺盛测控','','','23284','0'
'厦门中辰易洁卫浴有限公司','中辰易洁','','','23285','0'
'厦门辉讯电子科技有限公司','辉讯电子','','','23286','0'
'厦门鑫中洋机电设备有限公司','鑫中洋','','','23287','0'
'厦门格瑞斯特环保科技有限公司','格瑞斯特','','','23290','0'
'厦门宇进塑胶制品有限公司','宇进塑胶','','','23291','0'
'厦门捷世货运代理有限公司','捷世','','','23294','0'
'福建省定佳拍卖有限公司','定佳拍卖','DINGJIA AUCTION (FUJIAN) CO.,LTD','','23295','0'
'福建义同茶业有限公司','义同茶业','','','23296','0'
'厦门力祺环境工程有限公司','力祺环境','','','23297','0'
'厦门极速互联网上网服务有限公司','厦门极速','','','23299','0'
'厦门思宝家居用品有限公司','思宝家居','','','23305','0'
'厦门越发工贸有限公司','越发工贸','','','23307','0'
'厦门聚元进出口有限公司','厦门聚元','','','23308','0'
'古丈县宏泰电解锰有限责任公司','古丈宏泰','','','23309','0'
'厦门安特力贸易有限公司','安特力','','','23310','0'
'厦门市湖里区欣锦达塑料厂','欣锦达','','','23312','0'
'厦门延诚贸易有限公司','延诚贸易','','','23313','0'
'厦门嘉驰电机设备有限公司','嘉驰电机','','','23314','0'
'厦门特新鞋材有限公司','特新鞋材','','','23315','0'
'厦门亿统机械有限公司','亿统机械','','','23317','0'
'厦门磐安集团有限公司','磐安集团','','','23318','0'
'厦门尚欣亿商贸有限公司','尚欣亿','','','23319','0'
'深圳市齐亚圣电子有限公司','齐亚圣','','','23320','0'
'厦门市宝能科技有限公司','宝能科技','','','23322','0'
'厦门七里香社区楼宇服务有限公司','七里香','','','23323','0'
'厦门薪南鑫商贸有限公司','薪南鑫','','','23324','0'
'厦门新特汽车销售服务有限公司','新特汽车','','','23325','0'
'福建省成昇商贸有限公司','成昇商贸','','','23326','0'
'厦门文汇家具有限公司','文汇家具','','','23327','0'
'厦门亿宾电子科技有限公司','亿宾电子','','','23329','0'
'厦门宝捷电梯工程有限公司','宝捷电梯','','','23330','0'
'厦门欣龙胜消防设备有限公司','欣龙胜','','','23331','0'
'厦门市易方达拍卖行有限公司','易方达','','','23333','0'
'厦门市金泰祥新科技有限公司','金泰祥','','','23334','0'
'厦门绿创科技有限公司','绿创科技','','','23335','0'
'厦门益力康贸易有限公司','益力康','','','23336','0'
'厦门市群英精品玩具有限公司','群英玩具','','','23337','0'
'厦门达尔电子有限公司','达尔电子','','','23339','0'
'厦门市中昌物流有限公司','中昌物流','','','23340','0'
'厦门阳光恩耐照明有限公司','阳光恩耐','','','23341','0'
'厦门精艺美彩印包装有限公司','精艺美','XIAMEN JINGYIMEI PRINTING&PACKING CO.,LTD','','23342','0'
'厦门鲁班源房屋营造有限公司','鲁班源','','','23343','0'
'厦门佰欧科技工程有限公司','佰欧科技','','','23344','0'
'厦门百拓生物工程有限公司','百拓生物','','','23346','0'
'厦门赢定信息科技有限公司','赢定信息','','','23347','0'
'厦门库搜网络科技有限公司','库搜网络','','','23348','0'
'厦门晶欣电子有限公司','晶欣电子','','','23349','0'
'厦门市大发顺土石方工程有限公司','大发顺','','','23351','0'
'厦门初创世文化传播有限公司','创世文化','','','23352','0'
'厦门高谱科技有限公司','高谱科技','','','23354','0'
'厦门万利德进出口有限公司','万利德','','','23356','0'
'厦门市金新毅建筑材料有限公司','金新毅','','','23357','0'
'厦门祥达鑫自动化设备有限公司','祥达鑫','','','23358','0'
'福建省华海船业有限公司','华海船业','','','23359','0'
'厦门市焊丰机电设备有限公司','焊丰机电','','','23360','0'
'厦门鑫高迪贸易有限公司','鑫高迪','','','23361','0'
'厦门舜泰光电科技有限公司','舜泰光电','','','23362','0'
'厦门拓源机电工程有限公司','拓源机电','','','23363','0'
'厦门市中嘉福进出口贸易有限公司','中嘉福','','','23364','0'
'厦门长铭五金制品有限公司','长铭五金','','','23365','0'
'厦门市鑫广胜工贸有限公司','鑫广胜','','','23367','0'
'厦门市欣民新木材工贸有限公司','欣民新','','','23368','0'
'厦门广盛弘塑胶制品有限公司','广盛弘','','','23369','0'
'厦门给丽工贸有限公司','给丽工贸','','','23370','0'
'厦门美塑工贸有限公司','美塑工贸','','','23371','0'
'厦门鑫华凌贸易有限公司','鑫华凌','','','23382','0'
'厦门好佳植物油有限公司','好佳','','','23383','0'
'厦门惠尔达电子科技有限公司','惠尔达','','','23384','0'
'厦门毕力达进出口有限公司','毕力达','','','23385','0'
'厦门智为建筑装饰设计有限公司','智为建筑','','','23386','0'
'厦门联容电控有限公司','联容电控','','','23387','0'
'厦门市辉晖汽车服务有限公司','辉晖汽车','','','23388','0'
'厦门市环产环境监测服务有限公司','环产环境','','','23389','0'
'厦门天艺特一装饰工程有限公司','厦门天艺','','','23390','0'
'三铁照明（厦门）实业有限公司','三铁照明','','','23391','0'
'厦门永红科技有限公司','永红科技','','','23392','0'
'厦门昱东方商贸有限公司','昱东方','','','23393','0'
'厦门健仕康商贸有限公司','健仕康','','','23394','0'
'厦门玉鹭集团有限公司','玉鹭集团','','','23395','0'
'厦门博意达科技有限公司','博意达','','','23397','0'
'厦门高士达科技实业有限公司','高士达','','','23398','0'
'厦门奇加食品有限公司','奇加食品','','','23399','0'
'厦门神科太阳能有限公司','厦门神科','','','23400','0'
'厦门万洲金属有限公司','万洲金属','','','23401','0'
'厦门达文办公设备有限公司','达文办公','','','23402','0'
'永进（厦门）国际物流有限公司','永进物流','','','23403','0'
'厦门捷信达模具塑胶有限公司','捷信达','','','23404','0'
'厦门科安技术开发有限公司','厦门科安','','','23406','0'
'厦门搜企软件有限公司','搜企软件','','','23408','0'
'厦门市东立进实业有限公司','东立进','','','23409','0'
'厦门中环水水处理有限公司','中环水','','','23411','0'
'厦门福纳新材料科技有限公司','福纳新材','','','23412','0'
'厦门欣运达物流有限公司','欣运达','','','23413','0'
'厦门市鑫玖虹贸易有限公司','鑫玖虹','','','23414','0'
'厦门福睿迪贸易有限公司','福睿迪','','','23416','0'
'厦门九为信息技术有限公司','九为信息','','','23417','0'
'厦门汇维文化创意有限公司','汇维文创','','','23418','0'
'臻富（福建）果汁食品有限公司','臻富果汁','','','23419','0'
'厦门市福宏工贸有限公司','福宏工贸','','','23420','0'
'厦门兴元力贸易有限公司','兴元力','','','23421','0'
'伟达酒业（福建）有限公司','伟达酒业','','','23422','0'
'厦门安羚粮油工贸有限公司','安羚粮油','','','23425','0'
'福安市恒兴船业有限公司','恒兴船业','','','23426','0'
'厦门沁源鑫贸易有限公司','沁源鑫','Xiamen Qinyuanxin Trading Co.,Ltd.','','23429','0'
'壹米（厦门）供应链有限公司','壹米电商','','','23430','0'
'厦门宇虹达光电科技有限公司','宇虹达','','','23431','0'
'厦门柳贤机电设备有限公司','厦门柳贤','','','23432','0'
'都飞（福建）信息科技有限公司','都飞科技','','','23433','0'
'厦门科安达智能科技有限公司','科安达','Xiamen KAD Intelligent Technology Co.,Ltd.','','23434','0'
'厦门科昊自动化有限公司','科昊仪器','','','23435','0'
'成都嘉华润信实业有限公司','嘉华润信','','','23438','0'
'厦门市宇捷包装机械有限公司','宇捷包装','','','23439','0'
'厦门市晟丰贸易有限公司','晟丰贸易','','','23440','0'
'福建省香草汇集团有限公司','香草汇','','','23441','0'
'厦门市和江精密模具有限公司','和江模具','','','23442','0'
'福建普美文化传播有限公司','普美文化','','','23443','0'
'厦门大韦自控设备有限公司','大韦自控','','','23444','0'
'厦门市贝莱通信设备有限公司','贝莱通信','','','23445','0'
'厦门根深智业文化创意产业集团有限公司','根深智业','','','23446','0'
'厦门市湖泉机电设备有限公司','湖泉机电','','','23447','0'
'厦门普惠康贸易有限公司','普惠康','','','23448','0'
'厦门乙达工贸有限公司','乙达工贸','','','23449','0'
'厦门美达斯环保工业有限公司','美达斯','','','23450','0'
'厦门文利达纸业有限公司','文利达','','','23451','0'
'厦门巨中广告传媒有限公司','巨中广告','','','23452','0'
'厦门佳尔食品有限公司','佳尔食品','','','23453','0'
'厦门贝力电力阀门有限公司','贝力电力','','','23454','0'
'福建省金廷新材料有限公司','金廷新材','','','23455','0'
'厦门文天数码机械有限公司','文天数码','','','23456','0'
'厦门逸琳贸易有限公司','逸琳贸易','','','23457','0'
'厦门市凌霄空调制冷有限公司','凌霄电器','','','23458','0'
'厦门七七七顺时捷船务有限公司','顺时捷','','','23459','0'
'厦门东海洋水产品有限公司','东海洋','','','23460','0'
'厦门市奔致网络技术有限公司','奔致网络','','','23461','0'
'东方玉堂石材有限公司','东方玉堂','OYT STONE CO.,LTD','','23462','0'
'厦门大恒科技有限公司','大恒科技','','','23463','0'
'厦门思唐房地产置业策划有限公司','思唐地产','','','23464','0'
'厦门牡丹饲料科技发展有限公司','牡丹饲料','','','23465','0'
'沃吉安（厦门）电子科技有限公司','沃吉安','','','23466','0'
'厦门市蓝天星纸制品有限公司','蓝天星','','','23467','0'
'厦门海旭东方智能科技有限公司','海旭东方','','','23468','0'
'厦门乘安汽车销售服务有限公司','乘安汽车','','','23469','0'
'厦门市鑫昱荣贸易有限公司','鑫昱荣','','','23470','0'
'福建省圣奥文仪家具有限公司','圣奥文仪','','','23471','0'
'厦门永坚行贸易有限公司','永坚行','','','23472','0'
'厦门路峰交通设施有限公司','路峰交通','','','23473','0'
'厦门市辽晟贸易有限公司','辽晟贸易','','','23474','0'
'厦门海荭兴科技股份有限公司','海荭兴','','','23475','0'
'厦门翔球集团有限公司','翔球集团','','','23476','0'
'厦门市五华建设工程有限公司','五华建设','','','23477','0'
'厦门宝航机械有限公司','宝航机械','','','23478','0'
'柯玛仕（厦门）建材有限公司','柯玛仕','','','23479','0'
'厦门冠富木业有限公司','冠富木业','','','23480','0'
'厦门市家乐威顿家具有限公司','家乐威顿','','','23481','0'
'厦门全龙装饰工程有限公司','全龙装饰','','','23482','0'
'厦门市万石画艺有限公司','万石画艺','','','23483','0'
'厦门柏嘉生物科技有限公司','柏嘉生物','','','23484','0'
'厦门市东德工贸有限公司 ','东德工贸','','','23485','0'
'厦门叁德利化工有限公司','叁德利','','','23486','0'
'四川华弘蓉泰投资有限公司','华弘蓉泰','','','23487','0'
'厦门纽优新型工艺有限公司','厦门纽优','','','23488','0'
'厦门光友电气设备有限公司','厦门光友','','','23490','0'
'厦门绿动力环境治理工程有限公司','绿动力','','','23491','0'
'厦门郎运物流有限公司','郎运物流','','','23492','0'
'厦门光彩创世纪投资有限公司','光彩创业','','','23494','0'
'厦门筱鑫酒店有限公司','厦门筱鑫','','','23495','0'
'厦门鑫慧电子商务有限公司','鑫慧电子','','','23496','0'
'厦门捷晟数字科技有限公司','捷晟数字','','','23498','0'
'厦门仟晓电子商务有限公司','仟晓电商','','','23499','0'
'厦门索乐斯净水科技有限公司','索乐斯','','','23500','0'
' 厦门市栢集净化科技有限公司','栢集净化','','','23501','0'
'厦门同力节能科技有限公司 ','同力节能','','','23503','0'
'厦门市泉意酒店用品有限公司','厦门泉意','','','23504','0'
'厦门达易管理顾问有限公司','达易','Xiamen Dayi Consulting Co.,Ltd.','','23505','0'
'厦门誉诚科威安全技术开发有限公司','誉诚科威','','','23506','0'
'厦门鲲扬膜科技有限公司','鲲扬膜','Xiamen Kymem Technolegy Co,;Ltd','','23507','0'
'厦门兴斯达化工有限公司','兴斯达','','','23508','0'
'厦门百纵电子商务有限公司','百纵电商','','','23509','0'
'厦门凯浦瑞电子科技有限公司','凯浦瑞','Xiamen Mas-Agee Electronic Technology Co. ，Ltd.','','23510','0'
'冰河（厦门）信息技术有限公司','冰河科技','','','23511','0'
'成都友有网络科技有限公司','友有网络','Cheng Du Youoo Net  Tech Co.,Ltd','','23512','0'
'厦门安耐吉科技有限公司 ','安耐吉','','','23513','0'
'厦门积硕科技有限公司','积硕科技','','','23516','0'
'厦门中诚建建筑劳务有限公司','中诚建','','','23517','0'
'厦门京通科技有限公司','京通科技','','','23518','0'
'厦门市育尔加教育科技有限公司','育尔加','','','23520','0'
'厦门麦秸软件有限公司','麦秸软件','','','23521','0'
'厦门瀛寰电子科技有限公司','瀛寰电子','','','23522','0'
'厦门天利发纸制品有限公司','天利发','','','23523','0'
'华尔达（厦门）塑胶有限公司','华尔达','HARDA (XIAMEN) PLASTIC CO.,LTD.','','23525','0'
'厦门万久科技有限公司','万久科技','','','23526','0'
'弘银（厦门）商务有限公司','弘银商务','','','23527','0'
'厦门康士达科技发展有限公司','康士达','','','23528','0'
'厦门中宸集团有限公司','中宸集团','','','23529','0'
'厦门达镜电子商务有限公司','达镜电商','','','23531','0'
'厦门伟彩纺织有限公司','伟彩纺织','','','23532','0'
'嘉实（厦门）融资租赁有限公司','嘉实租赁','','','23533','0'
'厦门正豪工贸有限公司','正豪工贸','','','23534','0'
'厦门本真休闲观光有限公司','本真休闲','','','23535','0'
'厦门百嘉园餐饮有限公司','百嘉园','','','23536','0'
'厦门宝丽金实业有限公司','宝丽金','','','23538','0'
'厦门市捷伦塑化科技有限公司','捷伦塑化','','','23539','0'
'厦门明京贸易有限公司','明京贸易','','','23542','0'
'厦门立坤建设发展有限公司','立坤建设','','','23543','0'
'厦门五源电子科技有限公司','五源电子','','','23545','0'
'厦门金柯自动化科技有限公司','厦门金柯','','','23546','0'
'厦门市国安特机械工程有限公司','国安特','','','23549','0'
'厦门成工建设有限公司','成工建设','','','23550','0'
'福建兴朝阳硅材料股份有限公司','兴朝阳','','','23551','0'
'厦门市焊久焊割设备有限公司','焊久焊割','','','23552','0'
'厦门市豪雅美五金卫浴工业有限公司','豪雅美','','','23554','0'
'厦门鲁班环境艺术工程有限公司','鲁班艺术','','','23556','0'
'厦门市华兴化工有限公司','华兴化工','','','23557','0'
'厦门拓天工贸发展有限公司','厦门拓天','','','23565','0'
'厦门祺力特照明有限公司','祺力特','','','23566','0'
'厦门业鹭机电工程有限公司','厦门业鹭','','','23567','0'
'厦门鑫弘协工贸有限公司','鑫弘协','','','23568','0'
'厦门海宏信自动化设备有限公司','海宏信','','','23569','0'
'厦门市健体无极游泳运动有限公司','健体无极','','','23570','0'
'厦门陆景景观工程有限公司','陆景景观','','','23571','0'
'厦门菁和盛工贸有限公司','菁和盛','','','23572','0'
'厦门星科电子有限公司','星科电子','','','23573','0'
'瑞宝通(厦门)信息科技有限公司','瑞宝通','','','23574','0'
'友科（厦门）电子科技有限公司','友科电子','','','23575','0'
'厦门珷平贸易有限公司','珷平贸易','XIAMEN WUPING TRADE CO., LTD','','23576','0'
'厦门羽宏医疗器械有限公司','羽宏医疗','','','23577','0'
'厦门瑞盛佳进出口有限公司','瑞盛佳','','','23578','0'
'厦门山人行管业有限公司','山人行','','','23581','0'
'厦门赛宝科技有限公司','赛宝科技','','','23582','0'
'厦门欧曼琪服饰有限公司','欧曼琪','','','23583','0'
'厦门市重恒机械制造有限公司','重恒机械','','','23584','0'
'厦门大手控制技术有限公司','大手控制','','','23585','0'
'厦门市爱维达电子有限公司','爱维达','','','23586','0'
'厦门浪淘沙电子商务有限公司','浪淘沙','','','23587','0'
'厦门壹进制信息技术有限公司','壹进制','','','23588','0'
'厦门市南方科宇科技有限公司','南方科宇','','','23589','0'
'厦门市腾弘装饰工程有限公司','腾弘装饰','','','23590','0'
'厦门华天华电子有限公司','华天华','','','23591','0'
'厦门市欣丰驰贸易有限公司','欣丰驰','','','23592','0'
'厦门泰讯信息科技有限公司','泰讯信息','','','23593','0'
'厦门埃里森节能科技有限公司','埃里森','','','23594','0'
'厦门图远进出口有限公司','图远贸易','','','23595','0'
'厦门牡丹香化实业有限公司','牡丹香化','','','23596','0'
'厦门泓昊科技有限公司','泓昊科技','','','23597','0'
'厦门市昌铁龙工贸有限公司','昌铁龙','','','23598','0'
'厦门市天宏源工贸有限公司','天宏源','','','23605','0'
'厦门市东林电子有限公司','东林电子','FIREFLY LIGHTING CO.，LTD.','','23606','0'
'成都龙映科技有限责任公司','龙映科技','','','23607','0'
'厦门金名节能科技有限公司','金名节能','','','23608','0'
'厦门万田金食品有限公司','万田金','','','23609','0'
'厦门贝施特贸易有限公司','贝施特','','','23610','0'
'厦门润丰吉祥置业有限责任公司','润丰吉祥','','','23611','0'
